Q189599	基思·理查兹
Q217072	美国国际开发署
Q3234878	Trans7
Q3564679	WHDH电视台
Q7442749	三一一大学
Q3804701	伊万·加齐迪斯
Q125037	埃德温·卡梅伦
Q43293	约翰·马克斯维尔·库切
Q64597567	沙德雷克·奇里庫
Q665932	拜尔斯·诺德
Q133653	拉腊·洛根
Q861764	CBS新聞
Q565495	约瑟夫·沃尔普
Q4120361	坦普爾大學醫學院
Q204344	世界糧食計劃署
Q9602	法兰·艾伦
Q6908229	摩爾電機工程研究所
Q7456791	薛顿贺尔大学法学院
Q3443325	韋得納大學
Q682645	奧匈帝國軍
Q7637	沃德·坎宁安
Q618604	美國國家航空諮詢委員會
Q793867	斯克里普斯研究所
Q1615	尼尔·阿姆斯特朗
Q14310	葉凱士天文台
Q151679	罗伊·利希滕斯坦
Q7603627	纽约州立大学奥斯威戈学院
Q14232	珍·薩姆梅特
Q608427	美国内政部
Q1010549	艦船局
Q56068	詹妮弗·杜德纳
Q23548	美国国家航空航天局
Q62894	查尔斯·巴赫曼
Q55192	格特鲁德·阿伯克龙比
Q1200079	公共事业振兴署
Q11941	卡尔·巴克斯
Q2744153	小金書
Q6981916	美國海軍海上系統司令部
Q1366707	伊沙林研究所
Q784567	史派里公司
Q7465	米爾德里德·科恩
Q6395480	凱特靈大學
Q4922	歐金尼奧·卡拉比
Q2374032	希凡尼亞公司
Q1281617	埃克特-莫齐利计算机公司
Q210057	網景
Q110952	斯坦福·摩尔
Q3483312	盛德律師事務所
Q898208	霍尼韦尔
Q5312901	杜克大学法学院
Q56174	达琳·霍夫曼
Q7509	斯蒂芬妮·克沃勒克
Q221062	杜邦
Q1043963	卡內基科學研究院
Q58024	eBay
Q11431	艾芙琳·貝瑞森
Q256593	巴勒斯
Q463665	美国癌症协会
Q62849	米格爾·德伊卡薩
Q607131	大都會人壽保險
Q820887	佛罗伦萨大学
Q38636	凯伦·乌伦贝克
Q66	波音
Q2255004	聯合訊號
Q176558	安妮·迪拉德
Q92878	Andrei Alexandrescu
Q189325	喷气推进实验室
Q83598	赫尔曼·约瑟夫·马勒
Q92862	傑倫·藍尼爾
Q623459	硅谷图形公司
Q180080	維也納總醫院
Q223407	Novell
Q384744	Ximian
Q939090	美国原子能委员会
Q180499	卡罗尔·鲍勃科
Q59507	天文科技公司
Q263761	尼爾斯·波耳研究所
Q319506	阿伯丁试验场
Q609768	冷泉港實驗室
Q92933	泊·派克·漢森
Q115696	大卫·津曼
Q1684262	罗切斯特爱乐乐团
Q182477	英伟达
Q858851	Linux基金會
Q4851787	弹道式研究实验室
Q4793016	军用特种武器计划
Q102289	巴克敏斯特·富勒
Q1472347	南伊利諾大學卡本戴爾分校
Q6981883	海军军械实验室
Q107450	弗朗克·韦尔切克
Q4920135	特斯拉電燈與製造公司
Q3073996	Xamarin
Q64188	罗伊·格劳伯
Q68118	厄爾·威爾伯·薩瑟蘭
Q92966	列奥尼德·列文
Q4034010	安德森霍洛維茨基金
Q84386	布鲁诺·贝特尔海姆
Q420822	蓋璞
Q855639	陶氏化工
Q16497	储枫
Q84186	伊凡·伊利奇
Q1342151	波多黎各天主教大學
Q284777	西華盛頓大學
Q5435862	纽约州立大学法名戴尔学院
Q179777	哈羅德·克萊頓·尤里
Q239221	月球與行星研究所
Q86371	古須塔屋·北亞哥曼
Q19655	年輕土耳其人
Q502132	雷多斯
Q592276	職業摔角游擊隊
Q16321326	歐酷拉
Q333927	威廉·瑟斯顿
Q93038	罗伯特·W·泰勒
Q5204790	系統研究中心
Q92613	莱斯利·兰波特
Q604924	史丹福國際研究中心
Q123234	欧内斯特·布洛赫
Q162209	伯妮丝·约翰逊·里根
Q148584	美国国家历史博物馆
Q11209	美国国防部
Q262154	伊丽莎白·洛塔斯
Q60324825	全精英摔角
Q78996	恩斯特·巴迪安
Q123022	费利克斯·布洛赫
Q262284	芭芭拉·克鲁格
Q92614	道格拉斯·卡尔·恩格尔巴特
Q175711	米羅斯拉夫·馬爾科維奇
Q122323	弗洛里安·卡喬里
Q167635	造物主泰勒
Q37158	星巴克
Q75377	提姆·莫德林
Q93064	山姆·兰迪加
Q4635982	38工作室
Q1868589	Loki Software
Q92814	佐哈·曼納
Q259507	貝爾‧胡克斯
Q588459	榮耀擂台摔角
Q1144725	微軟研究院
Q337024	约翰·斯卡利
Q23357	亚伯拉罕·马斯洛
Q92638	羅伯特·塔揚
Q222850	莫里斯·克莱因
Q1111261	科羅拉多學院
Q4182	魏茨曼科學研究所
Q119546	霍华德·津恩
Q194539	查德·米爾金
Q93033	約翰·沃克 (程式師)
Q628051	欧特克
Q92609	佛瑞德·布魯克斯
Q60104	保羅·田立克
Q204166	大衛·甘迺迪
Q64032	乌斯特
Q59478	乔治·伽莫夫
Q13409231	雅达利有限公司
Q1397449	維拉-奧古斯丁研究
Q205002	乔·格兰特
Q131874	巴爾的摩交響樂團
Q93084	葛雷格·克羅哈曼
Q207960	溫莎·麥凱
Q5120240	辛辛那提商业论坛报
Q66573	卡爾·H·艾根曼
Q193559	維爾福
Q221645	斯德哥尔摩大学
Q26321	伊丽莎白·布莱克本
Q2556468	荷兰室内乐团
Q200136	琳达·巴克
Q1452369	福瑞德哈金森肿瘤研究中心
Q207361	國防高等研究計劃署
Q115994	玛·阿南德·席拉
Q148285	奥修
Q1065024	赫斯特国际集团
Q40262	戴维·格罗斯
Q461613	利克天文台
Q1043983	卡內基自然史博物館
Q5241952	达维律师事务所
Q4938304	波伊，希勒和弗莱克斯纳律所
Q333911	威廉·詹姆斯·杜蘭特
Q369524	冈茨公司
Q186471	终极格斗锦标赛
Q29093570	卡羅來納壽險公司
Q736213	美國陸軍通訊兵
Q174244	伊莉莎白·揚·布魯爾
Q92766	羅伯特·梅特卡夫
Q229329	3Com
Q92740	傑夫·拉斯金
Q1519151	曼尼斯音樂學院
Q1420782	比较动物学博物馆
Q92824	朱迪亚·珀尔
Q333494	迈克尔·弗里德曼
Q1785291	华盛顿与李大学
Q201641	克里斯·桑德斯
Q500088	夢工廠動畫
Q3353202	開源碼發展實驗室
Q201815	麦克唐纳-道格拉斯公司
Q1196251	纽约协和神学院
Q193655	約翰·凡扶累克
Q196090	馬文·米勒
Q2867557	美國職棒大聯盟球員協會
Q637936	哈佛大学天文台
Q204474	Id Software
Q93070	什穆埃爾·威諾格拉德
Q201452	布莱恩·施密特
Q1041858	月球與行星實驗室
Q93052	羅伯特·法諾
Q836542	全美達
Q31976	布鲁诺·内特尔
Q4387323	赫洛平镭研究所
Q178824	暴雪娛樂
Q93051	洛夫·格羅弗
Q328723	安德鲁·斯坦顿
Q192145	赫爾曼·何樂禮
Q125879	威廉·奧爾斯頓
Q2232634	美國國家經濟委員會
Q1137023	美国总统经济顾问委员会
Q80907	布莱恩·科比尔卡
Q93788	馬克思·弗萊舍
Q1502470	布雷制片工作室
Q305781	阿巴·勒納
Q7914455	范德堡大學醫學中心
Q190770	菲利普·安德森
Q475424	美國全國經濟研究所
Q336424	乌布·伊沃克斯
Q92713	艾伦·C·阿什顿
Q93664	罗伯特·阿德勒
Q189606	天頂電子
Q92653	布魯斯·斐倫斯
Q5445302	現代學校
Q1024543	紐約市立大學研究生中心
Q2088225	室欢笑动画工作室
Q21892650	Docker公司
Q238705	愛絲佩藍薩·斯伯汀
Q92822	理查德·斯特恩斯
Q2928428	勞工統計局
Q189987	尼古拉斯·布隆伯根
Q92691	丹尼爾·G·博伯羅
Q250148	朱利安·阿尔弗雷德·斯特耶马克
Q92739	约翰·麦卡锡
Q5419210	Salesforce营销云
Q326239	巴瑞·塞爾
Q527341	環球航空
Q861141	兰德公司
Q378372	葡萄牙銀行
Q345300	馬歇爾·薩林斯
Q365225	亚瑟·科普
Q153201	约翰·施里弗
Q635484	亞曼尼
Q313697	罗斯·佩罗
Q242201	龙达·鲁西
Q187520	查尔斯·桑德斯·皮尔士
Q1967252	美國國家大地測量局
Q5157637	計算製錶記錄公司
Q239229	瑪麗亞·米切爾
Q365672	埃德蒙·摩根
Q156343	李维·斯特劳斯
Q127962	李維斯公司
Q3382510	匹克威克唱片
Q190373	約瑟·巴貝拉
Q2777608	凡·布劳恩工作室
Q315542	喬治·蓋洛普
Q65358	蓋洛普
Q48971	苏珊·凯尔
Q1459541	美国专利及商标局
Q2370801	苏联科学院
Q750124	卡博特公司
Q5059715	国家安全与合作中心
Q41651	克莉絲蒂娜·M·約翰遜
Q4354699	麻省理工學院放射實驗室
Q192106	伯顿·里克特
Q915217	SLAC 國家加速器實驗室
Q13462819	Niantic
Q940690	密蘇里大學堪薩斯分校
Q202480	伯蒂尔·希勒
Q1320340	洛杉矶联合学区
Q789915	美國國務院
Q314382	羅伯特·克里斯多
Q876158	村聲
Q1140593	新聞日報
Q2462124	川普集團
Q1130172	马约诊所
Q19900	甲骨文公司
Q191684	帕洛马山天文台
Q451627	艾力斯·科尔钦
Q298341	雷蒙德·库茨魏尔
Q183058	艾倫·德肖維茨
Q1542536	大西洋月刊
Q309840	弗朗西斯·加里·鲍尔斯
Q7233	洛克希德公司
Q235567	妮可·斯托特
Q314771	莫里斯·桑達克
Q2917244	FAO施瓦茨
Q7059119	北弗吉尼亚社区学院
Q173150	普惠公司
Q271491	格雷塔·範·蘇斯特倫
Q13973	MSNBC
Q364238	查爾斯·米斯納
Q5468821	森林城市房地產信託
Q285372	艾瑞克·比紹夫
Q5253375	特拉华理工社区学院
Q1143822	古根漢基金會
Q298221	凱絲·萊克斯
Q1191344	北伊利诺伊大学
Q44414	特雷·帕克
Q131439	喜劇中心
Q2145221	俄勒冈州众议院
Q451660	比阿汀斯·廷斯利
Q302157	艾伦·杰伊·科尔尼斯
Q2784420	耶鲁大学音乐学院
Q285368	肯尼斯·林格
Q202631	約翰·惠勒
Q44294	福特汽車
Q297079	穆瑞·羅斯巴德
Q770467	史登商學院
Q451839	南希·格雷斯
Q232299	斯坦利·科恩
Q183265	温迪·布朗
Q183521	坦尼·弗蘭克
Q278804	貝爾·布萊恩特
Q862034	洛克菲勒基金會
Q270705	阿德里安娜·里奇
Q185871	道格拉斯·戴蒙德
Q130171	世界冠軍摔角
Q45575	丹尼斯·里奇
Q310960	布拉德·伯德
Q361653	詹姆斯·米切纳
Q48337	摩根·弗里曼
Q11211	美国军队
Q284302	艾伦·库尔曼
Q329237	漢斯·戴爾特·蘇伊士
Q573170	安東尼·唐斯
Q505876	弗朗西斯科·艾亞拉
Q463229	凱斯·歐爾柏曼
Q231078	玛丽·科尔文
Q221986	星期日泰晤士報
Q3113011	漢密頓學院
Q657222	斯蒂文斯理工学院
Q449120	艾琳·羅森費爾德
Q1221751	菲多利
Q506615	安德魯·奧德里茲科
Q507423	拉夫·埃格爾斯頓
Q442260	G·B·豪斯泰德
Q2467687	霍尼韋爾UOP
Q508296	尼古拉斯·泰德曼
Q6991552	波蘭科學院Nencki實驗生物學研究所
Q981195	中央演讲和戏剧学院
Q390551	國立衛生研究院
Q358983	保罗·库珀伯格
Q450297	瑪莉娜·雷納
Q572924	安东尼·布拉克斯顿
Q313464	威拉德·斯科特
Q19666	時事電視
Q211619	戴尔·比尔
Q213652	艾米特依·埃泽奥尼
Q12857502	亿滋国际
Q476322	美國公共衛生局
Q208101	约瑟夫·海勒
Q443108	金·賴侯特
Q263324	威廉·汉纳
Q360433	張福林
Q46578	福斯體育電視網
Q3519875	國家過敏和傳染病研究所
Q281657	白千里
Q306764	美國雅培
Q1619018	自由法國空軍
Q287171	ABC新聞
Q214423	俄派芭蕾
Q689785	哈尔·范里安
Q331125	布拉德福德·沃什伯恩
Q1139748	科学博物馆
Q327751	卡夫食品
Q1967781	美國海軍情報局
Q274604	S. 梅塞拉斯
Q1524992	馬來西亞國際伊斯蘭大學
Q60656247	法庭电视台
Q450840	詹姆斯·维克托·乌斯片斯基
Q4397938	俄羅斯科學院
Q186068	福斯新聞頻道
Q156238	埃克森美孚
Q332701	彼得·埃利亞斯
Q681250	欧洲研究院
Q182031	傑克·基爾比
Q193412	德州仪器
Q46139	曼·雷
Q81965	通用汽车公司
Q16953039	美馳公司
Q44677	蠻牛比爾·希考克
Q859130	驿马快信制
Q269214	约翰·雷斯特
Q181870	F.H. 吉丁斯
Q528159	凱瑟琳·麥金農
Q434518	天娜．霍新
Q535833	塞缪尔·艾伦伯格
Q649801	弗雷德·摩爾
Q502994	乔尔·阿萨夫·艾伦
Q217717	美國自然史博物館
Q376196	尤金·波利
Q654983	諾曼·拉斯穆森
Q366536	亞歷山大·席洛悌
Q471764	托馬斯·哈特·本頓
Q353582	拉里·卡普兰
Q200491	动视
Q373924	史蒂芬·格布瑟
Q806739	信孚銀行
Q319741	季米特里斯·米特罗普洛斯
Q471154	纽约爱乐
Q319723	特克斯·埃弗里
Q168383	环球影业
Q552938	泰爾福特·泰勒
Q1553390	美國司法部
Q212900	雷曼兄弟
Q464135	美國企業研究院
Q434113	本特·斯特龙根
Q656931	約瑟夫·W·古德曼
Q369561	弗拉基米爾·德林費爾德
Q711288	梅尔维尔·赫斯科维茨
Q520020	阿维瓦·乔姆斯基
Q3695750	塞蘭州立大學
Q627271	南方大学
Q354659	米切爾·費根鮑姆
Q316997	安德森·库珀
Q446732	奥托·梅兴-黑尔芬
Q319816	人民報 (捷克)
Q648666	美国财政部
Q553449	托马斯·索维尔
Q722127	兰道夫·布列兹尼克
Q312657	查克·琼斯
Q384930	华纳兄弟卡通
Q527769	紐約州運輸署
Q810771	贝茨学院
Q658774	麦克·哈灵顿
Q753521	凱特絲蓓公司
Q708144	比利·剛恩
Q355100	史蒂文·阿德勒
Q470363	本杰明·B·费伦茨
Q554898	汤姆·玛尼亚蒂斯
Q115860	紐約聯邦儲備銀行
Q721892	亚基尔·阿哈罗诺夫
Q312843	罗伯特·金·莫顿
Q711362	巴爾
Q188740	現代藝術博物館
Q355201	阿尔文·普兰丁格
Q349055	韋恩州立大學
Q4201575	苏共中央马列主义研究院
Q1200258	艾爾弗·斯隆基金會
Q444906	爱德华·罗斯
Q380363	傑克·特拉米爾
Q3627870	雅达利公司
Q709148	烏戈·法諾
Q445100	高本嚴
Q7502148	肖特學院
Q310903	奈爾·德葛拉司·泰森
Q131626	史密森尼学会
Q509870	伦纳德·斯拉特金
Q464767	美国贺卡公司
Q7899935	城市研究所
Q119129	美國國家探險隊
Q551560	埃德蒙·柯比·史密斯
Q7895881	納什維爾大學
Q6948449	迈伦·H·汤普森
Q444277	卡拉·沃克
Q722128	約翰·裴斯基
Q310956	克利弗德·紀爾茲
Q445365	煞怖
Q313193	迈克尔·康奈利
Q549996	史蒂文·霍爾科姆
Q7902314	猶他州陸軍國民警衛隊
Q383883	M·金·哈伯特
Q7458159	塞沃尼：南方大學
Q1586825	哈里·布雷
Q1046463	卡薩里·黎珂蒂
Q1114742	大衛·多諾霍
Q1174369	大卫·尤金·史密斯
Q983367	弗拉基米尔·万普尼克
Q1701289	约翰·P·格勒青格
Q1335382	斯坦利·G·佩恩
Q10458974	永道会计师事务所
Q1111684	烏索兄弟
Q1382535	伊凡·加拉米安
Q1722354	内德·布洛克
Q1365270	约翰·克劳泽
Q519826	勞倫斯利福摩爾國家實驗室
Q1700860	約翰·奧古斯特·李斯特
Q1066551	查爾斯·科赫
Q1496384	科氏工業集團
Q970611	威廉·希金伯泰
Q1783603	长岛大学
Q715807	詹姆斯·阿爾加
Q1825284	葉公杼
Q1507993	喬治·尼爾森
Q489469	赫尔曼·米勒
Q1124975	理查·舒爾茲
Q1124416	康德·麦库罗夫
Q176691	國家標準技術研究所
Q987564	貝內迪克特
Q1751751	梅爾巴·菲利浦斯
Q709066	理特顧問公司
Q1872743	沈呂九
Q184478	加利福尼亞大學
Q1337932	阿尔弗雷德·哈里逊·乔伊
Q14993631	科學應用國際
Q1528124	G.A. 波尔杰塞
Q1771279	瑪麗安·米爾札哈尼
Q1701415	尊·法爾
Q1368756	雷斯·克拉克
Q1384983	彼得·萨那克
Q1724184	史蒂文·奥兹门特
Q7054579	北卡罗来纳州铁路
Q1363803	胡安·科尔
Q1396743	法里什·詹金斯
Q3550750	美國海軍預備隊
Q931209	哈里·范迪弗
Q1174579	大卫·格雷伯
Q4153311	莉迪亚·戈尔
Q4966729	布丽姬特·玛丽·麦考马克
Q911830	密歇根大学法学院
Q3786768	奥特马尔·萨夫诺尔
Q75776	FOX Sports
Q4755355	安德烈亚斯·艾克里沃
Q4897560	Beth Kobliner
Q825316	財經雜誌
Q275837	運動畫刊
Q4945630	伊佩霞
Q4886439	班·夏皮洛
Q4964605	布萊恩·曼斯菲爾德
Q39681	今日美國
Q4188546	杰佛瑞·M·德拉任
Q4336463	乔·奥瑞洛
Q1427842	弗萊舍工作室
Q6439125	比爾·克羅耶
Q4897570	贝丝·C·莱文
Q4888739	本杰明·布拉顿
Q104620704	阿斯顿·马丁车队
Q1431039	節奏特效工作室
Q4734363	阿朗卓·尼爾森
Q3349673	國家科學和技術政策辦公室
Q1512226	霍华德·休斯医学研究所
Q4662024	范亞倫
Q4909559	比尔·爱尔兰
Q4815272	洛林达·彻里
Q2529982	紐約時報公司
Q4885859	本·霍罗威茨
Q4799614	亞瑟·史列辛格
Q3525855	索頓·何
Q4494049	尼娜·费多罗夫
Q1463036	阿卜杜拉国王科技大学
Q3375384	罗伯特·莱文森
Q4496039	亨利·哈本丁
Q3218144	拉尔斯·赫恩奎斯特
Q4886484	本·史密斯
Q112966863	Semafor
Q4511370	凱瑟琳·福麗姿
Q4120732	卡尔·诺伊曼·戴格勒
Q622899	美国缉毒局
Q4707754	艾倫·謝爾曼
Q735049	马里兰大学巴尔的摩县分校
Q3709927	威廉·愛德華·史都瑞
Q2166712	羅斯-豪曼理工學院
Q3308285	迈克尔·乔丹 (学者)
Q43380	哥倫比亞廣播公司
Q2830485	艾倫·D·泰勒
Q4757000	安德魯·弗拉克諾伊
Q5466480	山麓學院
Q4678876	亞當·克萊默爾
Q3518780	特里斯·摩爾
Q4749140	艾米·科恩-柯溫
Q7521145	盛信律師事務所
Q4888836	萧守道
Q7820700	大東部競技聯盟（BEC）
Q3517047	特德·西尔斯
Q833195	彭博商业周刊
Q3878581	西北基督教大學
Q4301236	罗伯特·布莱恩特
Q3371760	保羅·曼納福特
Q4920048	Black，Manafort，Stone和Kelly
Q3821445	乔治·穆勒
Q7663644	系统开发公司
Q1249251	密蘇里州立大學
Q219635	贝莱德
Q4484215	凱拉·菲利普斯
Q169889	美国广播公司
Q3638496	道格·莫里斯
Q56760250	索尼音樂娛樂
Q2829302	艾爾·巴里克
Q1163715	美國職棒大聯盟
Q4832313	约翰·克鲁格
Q4117587	尼基·凱迪
Q4749098	艾美·巴格
Q4823037	奥斯丁大学
Q3783580	哈維·萊文
Q2630118	TMZ
Q3979635	电视上的铁姆子
Q3554450	萬斯·格里
Q983999	法蘭克·查普曼
Q1765828	特雷西·M·索恩本
Q1063818	海軍研究辦公室
Q4654544	AT&T 實驗室
Q1345419	佛州冠軍摔角
Q970706	赛义卜·埃雷卡特
Q42620	巴勒斯坦民族权力机构
Q1508502	喬治·華勒斯坦
Q983814	威廉·諾伊斯
Q1877847	路德·艾森哈特
Q2829275	圣城报
Q4116419	简·西尔伯
Q39064	科能
Q4124918	柏納德·馮內果
Q10664609	斯克利普斯學院
Q7184	北大西洋公約組織
Q47287	巴尔的摩太阳报
Q5531879	通用電器研究實驗室
Q4909600	比爾·傑馬斯
Q155223	NBA
Q851756	美国国家安全委员会
Q4682076	艾德菲大學
Q4923064	詩麗吉·詹森公主
Q1416884	泰國藝術廳
Q4679069	亚当·弗兰克
Q4799376	阿瑟·克雷曼
Q1337530	环球电视公司
Q4909755	比爾·克萊姆
Q502239	美國參議院情報委員會
Q5044997	卡羅琳·C·亨特
Q11231	美國國土安全部
Q4798085	亚瑟·布里斯班
Q2984695	纽约新闻报
Q5386253	埃里克·蔡森
Q5017731	刘易斯·坎特利
Q5365053	埃伦·韦斯
Q671510	全国公共广播电台
Q4795479	阿罗吉亚斯瓦米·保尔拉吉
Q5105770	克里斯·奥尔特
Q5044338	卡罗尔·格卢克
Q507154	诺华公司
Q5302072	道格拉斯·W·雷
Q4772512	安東尼·費歐利羅
Q7169478	培羅特博物館
Q5083082	查尔斯·乌普森·克拉克
Q4978229	布魯斯·羅斯
Q899140	基因泰克
Q5530214	Geisel 醫學院
Q283457	爱德华·威利斯·斯克里普斯公司
Q11463	Adobe
Q356359	印度海軍
Q582728	新英格兰医学杂志
Q131454	美國國會圖書館
Q5043352	卡梅莉塔·欣顿
Q7758837	帕特尼中學
Q5280188	德克·哈斯坦德
Q493845	合众国际社
Q4897536	贝斯以色列女执事医疗中心
Q5294412	唐纳德·杰曼
Q463271	羅馬美國學院
Q5292992	唐·雷蒙
Q4768438	安妮·亨利塔·馬丁
Q1414079	科学与工业博物馆 (芝加哥)
Q5275168	迪特兰姆·舍费勒
Q5045302	卡洛琳·阿贝特
Q5006872	史提芬·伊宏思
Q2744099	福泰製藥
Q5387640	埃里克·托波爾
Q5048547	凱西·奈斯塔特
Q5321846	埃塞尔伯特·米勒
Q5271039	迪安·漢森
Q367205	TASCHEN出版
Q6956114	紐約大學朗格尼醫學中心
Q5294651	唐纳德·克雷比尔
Q5363873	伊麗莎白鎮學院
Q5044454	卡洛·M·海史密斯
Q1132041	科克倫藝術與設計學院
Q4973800	布隆·泰勒
Q1060421	芝加哥公共圖書館
Q7240	洛克希德·马丁
Q5002037	博思研究所
Q5065434	塞萨尔·孔德
Q724759	NBC環球
Q5353650	威廉·西博尔德
Q5296177	迈克·蓬施密斯
Q1027869	迪吉彭理工學院
Q2503441	威斯康星大學奧什科什分校
Q69478541	伊諾克·普瑞特自由圖書館
Q5346552	埃德温·范德堡
Q766486	赫克力士化工集团
Q5268400	德克斯·特菲爾金斯
Q217305	紐約客
Q5123723	希望之城國家醫學中心
Q7056675	北岸鄉村學校
Q5386379	丁亮
Q43297	時代雜誌
Q4963006	布萊恩·F·阿特華特
Q193755	美國地質調查局
Q461830	约翰·米尔斯海默
Q3567087	米高梅公司动画工作室
Q924673	紐約前鋒報
Q295684	麥可·斯圖亞特·布朗
Q452689	福瑞德·沃尔夫
Q699605	李开复
Q682037	戴尔德丽·麦克洛斯基
Q975653	紐約長老宗醫院
Q572808	安东尼·阿维尼
Q693256	迪克·惠默
Q2017355	俄克拉荷马州立大学系统
Q470792	哈里·哈蒙德·赫斯
Q1411292	富達投資
Q658626	战略情报局
Q453440	喬治．赫里曼
Q139103	旧金山纪事报
Q373427	布莱恩·德鲁克尔
Q2900977	布莱根妇女医院
Q462775	乔安·马萨格
Q1808012	Sloan-Kettering癌症中心 (MSKCC)
Q699410	尤金·史賴吉
Q1698206	蒙特瓦洛大學
Q453094	喬伊·蘭夫特
Q613142	律師事務所
Q463319	奥德雷·洛德
Q6603941	陶格魯學院
Q8028171	威瑟斯庞研究所
Q269585	格雷戈里·拉·卡瓦
Q2924156	佈雷製片工作室
Q3277465	天狼星XM
Q463124	切斯利·萨伦伯格
Q271421	托斯坦·威泽尔
Q2140391	德克薩斯大學系統
Q10303176	国际电影服务
Q218038	RCA
Q804868	鲍尔温机车厂
Q505850	魯布·戈德堡
Q1983260	太阳报
Q453390	史逸欣
Q173395	思科系统
Q208046	全美航空
Q652933	美國眾議院暗殺調查委員會
Q295659	H·罗伯特·霍维茨
Q4742476	美国志愿队VISTA
Q373227	阿德里安·坎特罗威茨
Q6735870	瑪摩利醫院
Q6905066	蒙特菲奧爾醫療中心
Q7315093	高等研究院
Q280187	諾姆·弗古森
Q454315	肯尼思·奧爾森
Q3486445	Skydance製片公司
Q703759	沃爾特·朗茲
Q282097	俄勒岡衛生科技大學
Q5221979	达拉·科斯罗萨西
Q780442	优步
Q249723	先灵葆雅
Q5217773	丹尼爾·卡茲
Q5238323	大衛·P·裴哈洛
Q5106392	克里斯·迪博納
Q5181109	克雷格·卡尔曼
Q3652555	大西洋唱片集团
Q5210511	戴爾·L·博格
Q5220231	丹尼·寇恩
Q6030821	資訊科學研究院
Q8085893	Expedia公司
Q5226214	达雷尔·莫雷
Q5237664	大衛·蒙哥馬利
Q131910	Yammer, Inc.
Q5231175	大衛·巴斯托
Q7280030	拉德克利夫高等研究院
Q1515763	聖奧拉夫學院
Q6472813	拉古納藝術與設計學院
Q2145369	共和黨全國委員會
Q5235335	大衛·伊格拉夏司
Q3331518	美國海關總署
Q5112179	克里斯·科莫
Q5232007	大卫·C·德里斯克尔
Q5107373	克里斯·马修·夏巴拉
Q5258123	丹尼斯·多尔蒂
Q219555	纽约公共图书馆
Q4998419	美國國務院資源管理局
Q1150726	蒙特卡洛芭蕾舞团
Q321708	羅傑·傅茨
Q229996	琼·奥尔
Q1347679	泰克
Q321129	艾碧·汤普逊
Q452643	吉米·T·村上
Q526166	安迪·赫茲菲爾德
Q295406	羅傑·澤拉茲尼
Q2824618	社會保障局
Q321790	比尔·皮特
Q4744134	美國經濟研究所
Q594712	美国外交关系协会
Q16966072	税收政策办公室
Q217776	ESPN
Q453319	以斯拉·紐曼
Q5241835	戴維斯·艾倫
Q459464	SOM建築設計事務所
Q5239384	大卫·S·梅森
Q1017974	巴特勒大學
Q311654	迈克尔·刘易斯
Q2034767	所罗门兄弟
Q1641788	羅德島大學
Q325710	克林特·希尔
Q503224	美国特勤局
Q1300943	华平投资
Q731331	喬治·帕爾
Q41468	乌发电影公司
Q1151402	肖氏基金公司
Q312837	赖特·米尔斯
Q5440355	聯邦鐵路管理局
Q519560	北美航空
Q558130	戴夫·海厄特
Q3480437	美國外務體系
Q1806257	美國參議院外交委員會
Q40358	美國科學促進會
Q536050	洛德·道格
Q1048851	叶史瓦大学
Q1114200	Picnik
Q448759	愛德華·吉南
Q458008	丹尼斯·塞诺
Q1328403	明尼蘇達交響樂團
Q736064	埃利亞金·哈斯廷斯·穆爾
Q458736	丹尼爾·柯克伍德
Q946267	福田敬二
Q5072438	第一頻道新聞
Q710443	亞瑟·洛瑟
Q491734	阿里斯蒂德·林登麦伊尔
Q1143596	美國戰爭部
Q2002710	普里曼公司
Q371400	透納娛樂公司
Q1138789	溫斯坦影業
Q735136	伯特蘭·霍爾珀林
Q1348664	罗克韦尔
Q3336837	全国制造商协会
Q1269052	Dynamix (電子遊戲公司)
Q478450	詹姆斯·韦尔登·约翰逊
Q3565810	華特朗茲影業
Q719196	東尼·安賽摩
Q6837707	密歇根州警察
Q737068	理查德·奥特考特
Q1066835	紐約世界報
Q471865	犀牛 (摔角手)
Q691126	电子数据系统
Q3361518	渥太華粗魯車手
Q822314	索尼影視娛樂
Q579241	克萊德·傑洛尼米
Q106506574	統計研究小組
Q472330	霍华德·舒尔茨
Q1897630	國家週刊
Q557519	弗萊德·巴索洛
Q16147530	俄克拉荷馬公司委員會
Q827502	伯特·沃格尔斯坦
Q366695	泽夫·威廉·乔姆斯基
Q5597737	格拉茨学院
Q1052709	拉里·泰斯勒
Q434841	二十世紀福斯
Q2118269	瓦德·金寶
Q1381992	艾佛特·休斯 (社會學家)
Q1508079	喬治·普林頓
Q3988628	巴黎評論
Q1389897	休·伍丁
Q1398103	杰克·施特罗明格
Q5676553	哈佛大学工程与应用科学学院
Q1819009	李奧納多·海佛烈克
Q2096138	納賈赫國立大學
Q1655606	伊恩·莫里斯
Q1521908	馬爾克·貝尼奧夫
Q941127	Salesforce.com
Q1371424	朱利奥·加蒂-卡萨扎
Q5471	斯卡拉大劇院
Q1382544	葛連·基恩
Q1617351	爱丽丝·米德尔顿·博林
Q2347650	史提芬·懷特
Q2386577	亞歷山大·瓦西列夫
Q2306779	彼得·奧本海默
Q1909499	大衛·克里斯欽
Q1917100	梅根·唐納修
Q3262682	路易斯·梅南迪
Q6981960	海軍水面作戰中心達爾格倫部門
Q2918178	美国哥伦比亚特区联邦巡回上诉法院
